iri	iri label	entity	entity label	attribute	attribute label
OBA_VT0000353	vestibular system physiology trait	UBERON_0004681	vestibular system	PATO_0001509	functionality
OBA_VT0000357	limb quantity	UBERON_0002101	limb	PATO_0001555	has number of
OBA_VT0000359	mast cell morphology trait	CL_0000097	mast cell	PATO_0000051	morphology
OBA_VT0000367	coat/hair morphology trait	UBERON_0001037	strand of hair	PATO_0000051	morphology
OBA_VT0000379	hair follicle quantity	UBERON_0002073	hair follicle	PATO_0001555	has number of
OBA_VT0000383	hair follicle orientation trait	UBERON_0002073	hair follicle	PATO_0000133	orientation
OBA_VT0000384	hair follicle organization trait	UBERON_0002073	hair follicle	PATO_0000060	spatial pattern
OBA_VT0000385	hair follicle size trait	UBERON_0002073	hair follicle	PATO_0000117	size
OBA_VT0000413	phalanx quantity	UBERON_0003221	phalanx	PATO_0001555	has number of
OBA_VT0000416	hair amount	UBERON_0001037	strand of hair	PATO_0001019	mass density
OBA_VT0000417	hair length	UBERON_0001037	strand of hair	PATO_0000122	length
OBA_VT0000424	hair growth trait	UBERON_0001037	strand of hair	PATO_0001492	growth rate
OBA_VT0000430	palatine process morphology trait	UBERON_0005871	palatine process of maxilla	PATO_0000051	morphology
OBA_VT0000431	palatine shelf morphology trait	UBERON_0005619	secondary palatal shelf	PATO_0000051	morphology
OBA_VT0000432	head morphology trait	UBERON_0000033	head	PATO_0000051	morphology
OBA_VT0000438	skull morphology trait	UBERON_0003129	skull	PATO_0000051	morphology
OBA_VT0000443	snout morphology trait	UBERON_0006333	snout	PATO_0000051	morphology
OBA_VT0000444	snout shape trait	UBERON_0006333	snout	PATO_0000052	shape
OBA_VT0000446	snout length	UBERON_0006333	snout	PATO_0000122	length
OBA_VT0000449	nasal bridge width	UBERON_0008340	nasal bridge	PATO_0000921	width
OBA_VT0000452	mouth morphology trait	UBERON_0000165	mouth	PATO_0000051	morphology
OBA_VT0000454	jaw morphology trait	UBERON_0001708	jaw skeleton	PATO_0000051	morphology
OBA_VT0000455	maxilla morphology trait	UBERON_0002397	maxilla	PATO_0000051	morphology
OBA_VT0000458	mandible morphology trait	UBERON_0001710	lower jaw region	PATO_0000051	morphology
OBA_VT0000461	presacral vertebra quantity	UBERON_0004451	trunk or cervical vertebra	PATO_0001555	has number of
OBA_VT0000462	gastrointestinal system morphology trait	UBERON_0001007	digestive system	PATO_0000051	morphology
OBA_VT0000467	esophagus morphology trait	UBERON_0001043	esophagus	PATO_0000051	morphology
OBA_VT0000468	esophageal epithelium morphology trait	UBERON_0001976	epithelium of esophagus	PATO_0000051	morphology
OBA_VT0000469	esophageal squamous epithelium morphology trait	UBERON_0006920	esophagus squamous epithelium	PATO_0000051	morphology
OBA_VT0000470	stomach morphology trait	UBERON_0000945	stomach	PATO_0000051	morphology
OBA_VT0000471	stomach epithelium morphology trait	UBERON_0001276	epithelium of stomach	PATO_0000051	morphology
OBA_VT0000472	stomach squamous epithelium morphology trait	UBERON_0006921	stomach squamous epithelium	PATO_0000051	morphology
OBA_VT0000473	stomach glandular epithelium morphology trait	UBERON_0006924	stomach glandular epithelium	PATO_0000051	morphology
OBA_VT0000474	foregut morphology trait	UBERON_0001041	foregut	PATO_0000051	morphology
OBA_VT0000477	intestine morphology trait	UBERON_0000160	intestine	PATO_0000051	morphology
OBA_VT0000479	intestinal cell morphology trait	CL_0000584	enterocyte	PATO_0000051	morphology
OBA_VT0000481	intestinal cell quantity	CL_0000584	enterocyte	PATO_0001555	has number of
OBA_VT0000482	fibula length	UBERON_0001446	fibula	PATO_0000122	length
OBA_VT0000484	pulmonary artery morphology trait	UBERON_0002012	pulmonary artery	PATO_0000051	morphology
OBA_VT0000488	intestinal epithelium morphology trait	UBERON_0001277	intestinal epithelium	PATO_0000051	morphology
OBA_VT0000489	large intestine morphology trait	UBERON_0000059	large intestine	PATO_0000051	morphology
OBA_VT0000490	crypt of Lieberkuhn morphology trait	UBERON_0001983	crypt of Lieberkuhn	PATO_0000051	morphology
OBA_VT0000492	rectum morphology trait	UBERON_0001052	rectum	PATO_0000051	morphology
OBA_VT0000494	cecum morphology trait	UBERON_0001153	caecum	PATO_0000051	morphology
OBA_VT0000495	colon morphology trait	UBERON_0001155	colon	PATO_0000051	morphology
OBA_VT0000496	small intestine morphology trait	UBERON_0002108	small intestine	PATO_0000051	morphology
OBA_VT0000497	small intestine orientation trait	UBERON_0002108	small intestine	PATO_0000140	position
OBA_VT0000511	intestinal mucosa morphology trait	UBERON_0001242	intestinal mucosa	PATO_0000051	morphology
OBA_VT0000516	urinary system morphology trait	UBERON_0001008	renal system	PATO_0000051	morphology
OBA_VT0000521	kidney cortex morphology trait	UBERON_0001225	cortex of kidney	PATO_0000051	morphology
OBA_VT0000524	kidney tubule quantity	UBERON_0001231	nephron tubule	PATO_0001555	has number of
OBA_VT0000526	kidney pyramid size trait	UBERON_0004200	kidney pyramid	PATO_0000117	size
OBA_VT0000530	kidney blood vessel morphology trait	UBERON_0003517	kidney blood vessel	PATO_0000051	morphology
OBA_VT0000534	ureter morphology trait	UBERON_0000056	ureter	PATO_0000051	morphology
OBA_VT0000537	urethra morphology trait	UBERON_0000057	urethra	PATO_0000051	morphology
OBA_VT0000538	urinary bladder morphology trait	UBERON_0001255	urinary bladder	PATO_0000051	morphology
OBA_VT0000539	urinary bladder size trait	UBERON_0001255	urinary bladder	PATO_0000117	size
OBA_VT0000541	urinary bladder transitional epithelium morphology trait	UBERON_0004645	urinary bladder urothelium	PATO_0000051	morphology
OBA_VT0000544	urinary bladder transitional epithelium thickness	UBERON_0004645	urinary bladder urothelium	PATO_0000915	thickness
OBA_VT0000548	limb length	UBERON_0002101	limb	PATO_0000122	length
OBA_VT0000550	forelimb morphology trait	UBERON_0002102	forelimb	PATO_0000051	morphology
OBA_VT0000552	radius morphology trait	UBERON_0001423	radius bone	PATO_0000051	morphology
OBA_VT0000554	carpus morphology trait	UBERON_0004452	carpal region	PATO_0000051	morphology
OBA_VT0000556	hindlimb morphology trait	UBERON_0002103	hindlimb	PATO_0000051	morphology
OBA_VT0000558	tibia morphology trait	UBERON_0000979	tibia	PATO_0000051	morphology
OBA_VT0000559	femur morphology trait	UBERON_0000981	femur	PATO_0000051	morphology
OBA_VT0000572	autopod morphology trait	UBERON_0002470	autopod region	PATO_0000051	morphology
OBA_VT0000573	hind paw size trait	UBERON_0002387	pes	PATO_0000117	size
OBA_VT0000574	foot pad morphology trait	UBERON_0008838	metapodial pad	PATO_0000051	morphology
OBA_VT0000579	nail morphology trait	UBERON_0001705	nail	PATO_0000051	morphology
OBA_VT0000580	nail shape trait	UBERON_0001705	nail	PATO_0000052	shape
OBA_VT0000583	nail length	UBERON_0001705	nail	PATO_0000122	length
OBA_VT0000588	tail diameter	UBERON_0002415	tail	PATO_0001334	diameter
OBA_VT0000598	liver morphology trait	UBERON_0002107	liver	PATO_0000051	morphology
OBA_VT0000599	liver size trait	UBERON_0002107	liver	PATO_0000117	size
OBA_VT0000602	sinusoidal space size trait	UBERON_0014399	sinusoidal space	PATO_0000117	size
OBA_VT0000603	liver pigmentation trait	UBERON_0002107	liver	PATO_0000014	color
OBA_VT0000606	hepatocyte quantity	CL_0000182	hepatocyte	PATO_0001555	has number of
OBA_VT0000607	hepatocyte morphology trait	CL_0000182	hepatocyte	PATO_0000051	morphology
OBA_VT0000609	liver physiology trait	UBERON_0002107	liver	PATO_0001509	functionality
OBA_VT0000613	salivary gland morphology trait	UBERON_0001044	saliva-secreting gland	PATO_0000051	morphology
OBA_VT0000615	palatine gland morphology trait	UBERON_0002447	palatine gland	PATO_0000051	morphology
OBA_VT0000620	salivary duct morphology trait	UBERON_0001837	duct of salivary gland	PATO_0000051	morphology
OBA_VT0000627	mammary gland morphology trait	UBERON_0001911	mammary gland	PATO_0000051	morphology
OBA_VT0000631	neuroendocrine gland morphology trait	UBERON_0010133	neuroendocrine gland	PATO_0000051	morphology
OBA_VT0000632	pineal gland morphology trait	UBERON_0001905	pineal body	PATO_0000051	morphology
OBA_VT0000633	pituitary gland morphology trait	UBERON_0000007	pituitary gland	PATO_0000051	morphology
OBA_VT0000639	adrenal gland morphology trait	UBERON_0002369	adrenal gland	PATO_0000051	morphology
OBA_VT0000643	adrenal central medulla morphology trait	UBERON_0001236	adrenal medulla	PATO_0000051	morphology
OBA_VT0000646	adrenocortical cell morphology trait	CL_0002097	cortical cell of adrenal gland	PATO_0000051	morphology
OBA_VT0000647	sebaceous gland morphology trait	UBERON_0001821	sebaceous gland	PATO_0000051	morphology
OBA_VT0000652	sebaceous gland size trait	UBERON_0001821	sebaceous gland	PATO_0000117	size
OBA_VT0000653	sex gland morphology trait	UBERON_0003937	sex gland	PATO_0000051	morphology
OBA_VT0000655	sex gland size trait	UBERON_0003937	sex gland	PATO_0000117	size
OBA_VT0000659	prostate size trait	UBERON_0002367	prostate gland	PATO_0000117	size
OBA_VT0000660	lateral prostate size trait	UBERON_0013637	prostate gland lateral lobe	PATO_0000117	size
OBA_VT0000661	ventral prostate size trait	UBERON_0007615	prostate gland ventral lobe	PATO_0000117	size
OBA_VT0000674	sweat gland morphology trait	UBERON_0001820	sweat gland	PATO_0000051	morphology
OBA_VT0000678	parathyroid gland morphology trait	UBERON_0001132	parathyroid gland	PATO_0000051	morphology
OBA_VT0000681	thyroid gland morphology trait	UBERON_0002046	thyroid gland	PATO_0000051	morphology
OBA_VT0000685	immune system morphology trait	UBERON_0002405	immune system	PATO_0000051	morphology
OBA_VT0000689	spleen morphology trait	UBERON_0002106	spleen	PATO_0000141	structure
OBA_VT0000696	Peyer's patch morphology trait	UBERON_0001211	Peyer's patch	PATO_0000051	morphology
OBA_VT0000700	lymph node quantity	UBERON_0000029	lymph node	PATO_0001555	has number of
OBA_VT0000701	lymph node size trait	UBERON_0000029	lymph node	PATO_0000117	size
OBA_VT0000703	thymus morphology trait	UBERON_0002370	thymus	PATO_0000141	structure
OBA_VT0000715	thymocyte quantity	CL_0000893	thymocyte	PATO_0001555	has number of
OBA_VT0000717	lymphocyte quantity	CL_0000542	lymphocyte	PATO_0001555	has number of
OBA_VT0000740	smooth muscle contractility trait	UBERON_0001135	smooth muscle tissue	PATO_0001579	contractility
OBA_VT0000741	detrusor smooth muscle contractility trait	UBERON_0000381	urinary bladder detrusor smooth muscle	PATO_0001579	contractility
OBA_VT0000742	ileal smooth muscle contractility trait	UBERON_0014390	muscle layer of ileum	PATO_0001579	contractility
OBA_VT0000759	skeletal muscle morphology trait	UBERON_0001134	skeletal muscle tissue	PATO_0000051	morphology
OBA_VT0000761	diaphragm thickness	UBERON_0001103	diaphragm	PATO_0000915	thickness
OBA_VT0000762	tongue morphology trait	UBERON_0001723	tongue	PATO_0000051	morphology
OBA_VT0000763	filiform papillae morphology trait	UBERON_0002467	filiform papilla	PATO_0000051	morphology
OBA_VT0000764	tongue epithelium morphology trait	UBERON_0003357	epithelium of tongue	PATO_0000051	morphology
OBA_VT0000765	tongue squamous epithelium morphology trait	UBERON_0006919	tongue squamous epithelium	PATO_0000051	morphology
OBA_VT0000767	smooth muscle morphology trait	UBERON_0001135	smooth muscle tissue	PATO_0000051	morphology
OBA_VT0000768	common crus morphology trait	UBERON_0013764	common crus of semicircular duct	PATO_0000051	morphology
OBA_VT0000771	brain size trait	UBERON_0000955	brain	PATO_0000117	size
OBA_VT0000776	inferior colliculus morphology trait	UBERON_0001946	inferior colliculus	PATO_0000051	morphology
OBA_VT0000777	inferior colliculus size trait	UBERON_0001946	inferior colliculus	PATO_0000117	size
OBA_VT0000778	nervous system tract morphology trait	UBERON_0001018	axon tract	PATO_0000051	morphology
OBA_VT0000779	cochlea basement membrane morphology trait	UBERON_0011922	cochlear basement membrane	PATO_0000051	morphology
OBA_VT0000780	corpus callosum morphology trait	UBERON_0002336	corpus callosum	PATO_0000051	morphology
OBA_VT0000781	corpus callosum size trait	UBERON_0002336	corpus callosum	PATO_0000117	size
OBA_VT0000783	forebrain morphology trait	UBERON_0001890	forebrain	PATO_0000051	morphology
OBA_VT0000787	telencephalon morphology trait	UBERON_0014371	future telencephalon	PATO_0000051	morphology
OBA_VT0000788	cerebral cortex morphology trait	UBERON_0000956	cerebral cortex	PATO_0000051	morphology
OBA_VT0000789	cerebral cortex thickness	UBERON_0001950	neocortex	PATO_0000915	thickness
OBA_VT0000791	cerebral cortex layer morphology trait	UBERON_0002301	layer of neocortex	PATO_0000051	morphology
OBA_VT0000792	cortical marginal zone morphology trait	UBERON_0010403	brain marginal zone	PATO_0000051	morphology
OBA_VT0000794	parietal lobe morphology trait	UBERON_0001872	parietal lobe	PATO_0000051	morphology
OBA_VT0000795	postcentral gyrus morphology trait	UBERON_0002581	postcentral gyrus	PATO_0000051	morphology
OBA_VT0000796	sensory dissociation area morphology trait	UBERON_0003938	sensory dissociation area	PATO_0000051	morphology
OBA_VT0000797	supramarginal gyrus morphology trait	UBERON_0002688	supramarginal gyrus	PATO_0000051	morphology
OBA_VT0000798	frontal lobe morphology trait	UBERON_0001870	frontal cortex	PATO_0000051	morphology
OBA_VT0000799	precentral gyrus morphology trait	UBERON_0002703	precentral gyrus	PATO_0000051	morphology
OBA_VT0000800	prefrontal gyrus morphology trait	UBERON_0001384	primary motor cortex	PATO_0000051	morphology
OBA_VT0000801	temporal lobe morphology trait	UBERON_0001871	temporal lobe	PATO_0000051	morphology
OBA_VT0000802	superior temporal gyrus morphology trait	UBERON_0002769	superior temporal gyrus	PATO_0000051	morphology
OBA_VT0000803	transverse gyrus of Heschl morphology trait	UBERON_0003939	transverse gyrus of Heschl	PATO_0000051	morphology
OBA_VT0000804	occipital lobe morphology trait	UBERON_0002021	occipital lobe	PATO_0000051	morphology
OBA_VT0000805	visual cortex morphology trait	UBERON_0002436	primary visual cortex	PATO_0000051	morphology
OBA_VT0000807	hippocampus morphology trait	UBERON_0002421	hippocampal formation	PATO_0000051	morphology
OBA_VT0000812	dentate gyrus morphology trait	UBERON_0001885	dentate gyrus of hippocampal formation	PATO_0000051	morphology
OBA_VT0000813	hippocampus layer morphology trait	UBERON_0002305	layer of hippocampus	PATO_0000051	morphology
OBA_VT0000815	Ammon gyrus morphology trait	UBERON_0001954	Ammon's horn	PATO_0000051	morphology
OBA_VT0000818	amygdala morphology trait	UBERON_0001876	amygdala	PATO_0000051	morphology
OBA_VT0000819	olfactory bulb morphology trait	UBERON_0002264	olfactory bulb	PATO_0000051	morphology
OBA_VT0000820	choroid plexus morphology trait	UBERON_0001886	choroid plexus	PATO_0000051	morphology
OBA_VT0000822	brain ventricle morphology trait	UBERON_0004086	brain ventricle	PATO_0000051	morphology
OBA_VT0000823	lateral ventricle morphology trait	UBERON_0002285	telencephalic ventricle	PATO_0000051	morphology
OBA_VT0000825	lateral ventricle size trait	UBERON_0002285	telencephalic ventricle	PATO_0000117	size
OBA_VT0000826	third ventricle morphology trait	UBERON_0002286	third ventricle	PATO_0000051	morphology
OBA_VT0000827	third ventricle size trait	UBERON_0002286	third ventricle	PATO_0000117	size
OBA_VT0000828	fourth ventricle morphology trait	UBERON_0002422	fourth ventricle	PATO_0000051	morphology
OBA_VT0000829	fourth ventricle size trait	UBERON_0002422	fourth ventricle	PATO_0000117	size
OBA_VT0000830	diencephalon morphology trait	UBERON_0001894	diencephalon	PATO_0000051	morphology
OBA_VT0000832	thalamus morphology trait	UBERON_0001897	dorsal plus ventral thalamus	PATO_0000051	morphology
OBA_VT0000834	subthalamus morphology trait	UBERON_0001900	ventral thalamus	PATO_0000051	morphology
OBA_VT0000835	subthalamic nucleus morphology trait	UBERON_0001906	subthalamic nucleus	PATO_0000051	morphology
OBA_VT0000836	substantia nigra morphology trait	UBERON_0002038	substantia nigra	PATO_0000051	morphology
OBA_VT0000837	hypothalamus morphology trait	UBERON_0001898	hypothalamus	PATO_0000051	morphology
OBA_VT0000840	epithalamus morphology trait	UBERON_0001899	epithalamus	PATO_0000051	morphology
OBA_VT0000841	hindbrain morphology trait	UBERON_0002028	hindbrain	PATO_0000051	morphology
OBA_VT0000842	superior olivary complex morphology trait	UBERON_0002128	superior olivary complex	PATO_0000051	morphology
OBA_VT0000844	pontine flexure morphology trait	UBERON_0005820	pontine flexure	PATO_0000051	morphology
OBA_VT0000846	medulla oblongata morphology trait	UBERON_0001896	medulla oblongata	PATO_0000051	morphology
OBA_VT0000847	metencephalon morphology trait	UBERON_0001895	metencephalon	PATO_0000051	morphology
OBA_VT0000848	pons morphology trait	UBERON_0000988	pons	PATO_0000051	morphology
OBA_VT0000849	cerebellum morphology trait	UBERON_0002037	cerebellum	PATO_0000051	morphology
OBA_VT0000852	cerebellum size trait	UBERON_0002037	cerebellum	PATO_0000117	size
OBA_VT0000856	cerebellum plate morphology trait	UBERON_0004008	cerebellar plate	PATO_0000051	morphology
OBA_VT0000859	somatosensory cortex morphology trait	UBERON_0008930	somatosensory cortex	PATO_0000051	morphology
OBA_VT0000860	primary somatosensory cortex morphology trait	UBERON_0008933	primary somatosensory cortex	PATO_0000051	morphology
OBA_VT0000863	secondary somatosensory cortex morphology trait	UBERON_0008934	secondary somatosensory cortex	PATO_0000051	morphology
OBA_VT0000864	cerebellum vermis morphology trait	UBERON_0004720	cerebellar vermis	PATO_0000051	morphology
OBA_VT0000865	cerebellum vermis size trait	UBERON_0004720	cerebellar vermis	PATO_0000117	size
OBA_VT0000867	cerebellum anterior vermis morphology trait	UBERON_0003941	cerebellum anterior vermis	PATO_0000051	morphology
