cls,def,xrefs
http://purl.obolibrary.org/obo/ENVO_02500024,,
http://purl.obolibrary.org/obo/ENVO_01000313,An anthropogenic environment is an environmental system which is the product of human activity.,
http://purl.obolibrary.org/obo/ENVO_00000029,A flowing body of water.,Geonames:H.NRWS FTT:105 Wikipedia:Watercourse TGN:21110 EcoLexicon:waterway TGN:21163 EcoLexicon:course TGN:21133 TGN:21137 Geonames:S.SPLY Geonames:H.WTRC EcoLexicon:brook EcoLexicon:spillway EcoLexicon:gully EcoLexicon:culvert TGN:21499 EcoLexicon:ravine TGN:21131 Geonames:H.RCH
http://purl.obolibrary.org/obo/ENVO_00003006,,
http://purl.obolibrary.org/obo/ENVO_00002220,,
http://purl.obolibrary.org/obo/ENVO_0010002,,
http://purl.obolibrary.org/obo/ENVO_01000606,A cart is a vehicle which has two wheels and is designed to transport human passengers or cargo.,
http://purl.obolibrary.org/obo/ENVO_00000548,,TGN:21502 Geonames:L.GVL
http://purl.obolibrary.org/obo/ENVO_01000728,A tectonic uplift process is a geomorphologic process in which a geological surface shifts upward relative to a datum such as sea-level due to forces other than isostatic responses to unloading.,
http://purl.obolibrary.org/obo/ENVO_00000285,"A bed of loose sand mixed with water forming a soft, shifting mass that yields easily to pressure.",Geonames:L.QCKS FTT:206 EcoLexicon:quicksand FTT:207 TGN:21503 Wikipedia:Quicksand
http://purl.obolibrary.org/obo/ENVO_00000179,An elevated area of land with a flat top and sides that are usually steep cliffs. Mesas form in areas where horizontally layered rocks are uplifted by tectonic activity.,SWEETRealm:Mesa FTT:377 Geonames:T.MESA FTT:376 Wikipedia:Mesa TGN:21422
http://purl.obolibrary.org/obo/ENVO_01000260,A layer within a water body where the nutrient content changes rapidly with depth.,
http://purl.obolibrary.org/obo/ENVO_01000320,A marine environment and enviroment which is determined by a marine water body.,
http://purl.obolibrary.org/obo/ENVO_01000641,"A planetary core is the innermost structural layer or layers of a planet. The core may be entirely liquid, entirely solid, or have both liquid and solid parts.",
http://purl.obolibrary.org/obo/ENVO_01000042,"The neritic epipelagic zone biome comprises the marine water column that occurs above a continental shelf and extends from the surface of the ocean to a depth of ca. 200-250m. Throughout the zone the light field tends to be asymmetrical vertically, so that the direction and elevation of the sun can still be detected. The epipelagic zone encompasses the euphotic zone and, where and when it occurs, the seasonal thermocline.",
http://purl.obolibrary.org/obo/ENVO_00000020,A body of water or other liquid of considerable size contained on a body of land.,Geonames:H.LKS LTER:278 Geonames:H.LK TGN:21115 SWEETRealm:Lake FTT:909 Wikipedia:Lake SPIRE:Lake_or_pond FTT:221 EcoLexicon:lake TGN:21114 FTT:704
_:b34,,
http://purl.obolibrary.org/obo/ENVO_00003870,,
http://purl.obolibrary.org/obo/ENVO_01000037,"The bathypelagic zone biome comprises the marine water column below approximately 1000 m water depth - the maximum depth to which detectable daylight penetrates in all but the clearest oligotrophic waters - and extends to about 2500 - 2700 m water depth. In the temperate Atlantic, the beginning of the bathypelagic zone biome approximates to the deep oxygen minimum and the base of the permanent thermocline.",
_:b35,,
http://purl.obolibrary.org/obo/ENVO_01000079,"The marine lysocline denotes the depth in the ocean below which the rate of dissolution of calcite increases dramatically. As water column depth and therefore pressure increases, the corresponding calcite saturation of seawater decreases and the calcite begins dissolve.",
http://purl.obolibrary.org/obo/ENVO_01000171,"A part of an indeterminate root nodule where each cell contains a large, central vacuole and the cytoplasm is filled with fully differentiated bacteroids which are actively fixing nitrogen. Typically, the plant provides these cells with leghemoglobin, resulting in a distinct pink color.",
http://purl.obolibrary.org/obo/ENVO_01000417,A house is a building that provides a dwelling-place for a living entity.,
_:b36,,
http://purl.obolibrary.org/obo/ENVO_00000091,"A landform consisting of loose rock particles such as sand, gravel, shingle, pebbles, cobble, or even shell fragments along the shoreline of a body of water.",EcoLexicon:to_beach Wikipedia:Beach TGN:21482 Geonames:T.BCH EcoLexicon:beach SWEETRealm:Beach Geonames:T.BCHS FTT:239 FTT:237
http://purl.obolibrary.org/obo/ENVO_02000017,,
http://purl.obolibrary.org/obo/ENVO_02500023,,
http://purl.obolibrary.org/obo/ENVO_00003001,,
http://purl.obolibrary.org/obo/ENVO_01000078,The marine nutricline describes a sharp change in the nutrient content of seawater (in relation to the gradients of the water mass surrounding it) in the marine water column.,
http://purl.obolibrary.org/obo/ENVO_02000058,"A textile comprised of a pliable material made usually by weaving, felting, or knitting natural or synthetic fibers and filaments.",Wikipedia:Cloth
http://purl.obolibrary.org/obo/ENVO_01000110,Hydrogenous sediment is derived from solutes that precipitate out of sea water by a variety of chemical reactions. These are typically less abundant than other sediment types.,SWEETRealm:HydrogenousSediment
http://purl.obolibrary.org/obo/ENVO_00002125,A device or system that supports a biologically active environment. A vessel in which is carried out a chemical process which involves organisms or biochemically active substances derived from such organisms. This process can either be aerobic or anaerobic.,
http://purl.obolibrary.org/obo/ENVO_01000292,A warm polymictic lake is a polymictic lake which is not covered by ice at any point during the year.,
http://purl.obolibrary.org/obo/ENVO_00003873,,Wikipedia:Fermented_dairy_product
_:b37,,
http://purl.obolibrary.org/obo/ENVO_01000349,An organic material primarily composed of a portion of plant root.,
http://purl.obolibrary.org/obo/ENVO_01000469,An exterior wall is a building wall which separates the interior of a building from the buildings surrounding environment.,
http://purl.obolibrary.org/obo/ENVO_01000155,Environmental material derived from living organisms.,EcoLexicon:organic_material
_:b38,,
http://purl.obolibrary.org/obo/ENVO_01000276,"A large unit of land or water containing a geographically distinct assemblage of species, natural communities, and environmental conditions.",
http://purl.obolibrary.org/obo/ENVO_01000170,A part of an indeterminate root nodule permeated with infection threads full of bacteria. The plant cells are larger than in the previous zone and cell division is halted.,
http://purl.obolibrary.org/obo/ENVO_01000657,"A process whereby rising magma cools and solidifies without reaching the surface. Instead, the cooled and solidified igneous mass crystallises within the crust to form an igneous intrusion.",
http://purl.obolibrary.org/obo/ENVO_0010099,,
http://purl.obolibrary.org/obo/ENVO_00000217,A fumarole that emits sulfurous gases.,Wikipedia:Solfatara EcoLexicon:solfatara
http://purl.obolibrary.org/obo/ENVO_0010000,,
http://purl.obolibrary.org/obo/ENVO_02000021,Amniotic fluid is a bodily fluid consisting of watery liquid surrounding and cushioning a growing fetus within the amnion. It allows the fetus to move freely without the walls of the uterus being too tight against its body. Buoyancy is also provided.,Wikipedia:Amniotic_fluid
http://purl.obolibrary.org/obo/ENVO_02500022,,
http://purl.obolibrary.org/obo/ENVO_00003000,,
http://purl.obolibrary.org/obo/ENVO_00002113,"Marine sediment is a sediment that accumulates in the flat or very gently sloping areas of the deep ocean basin floor. The three main types of marine sediment, also known as pelagic sediment, are siliceous oozes, calcareous oozes, and red clays.",EcoLexicon:marine_sedimentation Wikipedia:Marine_sediment EcoLexicon:marine_sediment SWEETRealm:MarineSediment
http://purl.obolibrary.org/obo/ENVO_02000016,,
http://purl.obolibrary.org/obo/ENVO_00003872,,Wikipedia:Amasake
http://purl.obolibrary.org/obo/ENVO_00000042,Artificial watercourse with no flow or a controlled flow used drainage.,FTT:129 Geonames:H.CNLD FTT:401
http://purl.obolibrary.org/obo/ENVO_00000447,"An aquatic biome that comprises systems of open-ocean and unprotected coastal habitats, characterized by exposure to wave action, tidal fluctuation, and ocean currents as well as systems that largely resemble these. Water in the marine biome is generally within the salinity range of seawater: 30 to 38 ppt.",SPIRE:Marine
http://purl.obolibrary.org/obo/ENVO_00002057,,
http://purl.obolibrary.org/obo/ENVO_01000369,A cave that is part of a vadose zone.,
_:b39,,
http://purl.obolibrary.org/obo/ENVO_0010098,,
http://purl.obolibrary.org/obo/ENVO_02000015,,
http://purl.obolibrary.org/obo/ENVO_00000079,"An open artificial water channel, that leads water from a diversion dam or weir completely aside a natural flow, often an elevated box structure (typically wood) that follows the natural contours of the land.",Wikipedia:Flume EcoLexicon:flume FTT:129 FTT:404
_:b40,,
http://purl.obolibrary.org/obo/ENVO_00003078,,
http://purl.obolibrary.org/obo/ENVO_02500021,,
http://purl.obolibrary.org/obo/ENVO_01000382,"A cold desert is a desert which has hot summers and cold, dry winters with temperatures below 0 degrees Celsius",
http://purl.obolibrary.org/obo/ENVO_00003003,,
http://purl.obolibrary.org/obo/ENVO_00000434,A fan-shaped body of sediments deposited by braided streams from a melting glacier.,Wikipedia:Outwash_fan
http://purl.obolibrary.org/obo/ENVO_00000323,A cave containing a stream or active speleothems.,
_:b41,,
_:b42,,
http://purl.obolibrary.org/obo/ENVO_01000301,Brackish water which is part of an estuary.,
http://purl.obolibrary.org/obo/ENVO_00000337,The liquid that can be mechanically extracted an orange.,Wikipedia:Orange_juice
http://purl.obolibrary.org/obo/ENVO_00003875,,Wikipedia:Fish
http://purl.obolibrary.org/obo/ENVO_00000076,An excavation in the Earth for the purpose of extracting earth materials.,EcoLexicon:mine Geonames:S.MN TGN:54211 Wikipedia:Mine Geonames:L.MNA FTT:968 FTT:14 TGN:54212
http://purl.obolibrary.org/obo/ENVO_01000257,"A hydrothermal vent found on the ocean floor which emits lighter-hued minerals, such as those containing barium, calcium and silicon. These alkaline hydrothermal vents also continuously generate acetyl thioesters, providing both the starting point for more complex organic molecules and the energy needed to produce them.",
http://purl.obolibrary.org/obo/ENVO_00000886,"A habitat consisting of the spaces within rocks, such as pores between aggregate grains. Inhabited by endolithic organisms.",
http://purl.obolibrary.org/obo/ENVO_00000062,Place or area with clustered or scattered buildings and a permanent human population.,Wikipedia:Populated_place TGN:22201 Geonames:P.PPL FTT:1097 TGN:83002 FTT:33 Geonames:P.PPLS
http://purl.obolibrary.org/obo/ENVO_00002058,,
http://purl.obolibrary.org/obo/ENVO_00000489,"A low oval elevation in areas with permafrost, frequently peat bogs, where a perennial ice lens has developed within the soil. A palsa consists, similarly to a pingo, of an ice core and overlying soil materials, in case of a palsa usually boggy soil. Palsas are characteristically found in areas with discontinuous permafrost and in such areas bay be the only reliable surface evidence of permafrost. A palsa needs large quantities of water for the formation of its ice core (i.e. ice lens), which is why they frequently emerge from and are bound by boggy soils, which can store enormous quantities of water in their pores. Palsas develop particularly in moorlands and are therefore also named palsamoors.",Wikipedia:Palsa
http://purl.obolibrary.org/obo/ENVO_01000033,"The oceanic epipelagic zone biome comprises the marine water column offshore, beyond a continental shelf.",
_:b43,,
http://purl.obolibrary.org/obo/ENVO_0010097,,
http://purl.obolibrary.org/obo/ENVO_01000494,A thatched exterior wall is an exterior wall that is composed primarily of thatch.,
http://purl.obolibrary.org/obo/ENVO_01000235,"Ultramafic lava is lava which, relative to other lava types, has very high magnesium oxide content and less than 45 percent silica by weight is thought to have erupted at temperatures of 1600 degrees Celsius. Due to its high temperature and composition, the viscosity of ultramafic lava is very low.",
